date,areaName,areaCode,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
2020-08-21,Central Bedfordshire,E06000056,3,0
2020-08-20,Central Bedfordshire,E06000056,3,0
2020-08-19,Central Bedfordshire,E06000056,1,0
2020-08-18,Central Bedfordshire,E06000056,2,0
2020-08-17,Central Bedfordshire,E06000056,4,0
2020-08-16,Central Bedfordshire,E06000056,1,0
2020-08-15,Central Bedfordshire,E06000056,2,0
2020-08-14,Central Bedfordshire,E06000056,2,0
2020-08-13,Central Bedfordshire,E06000056,4,0
2020-08-12,Central Bedfordshire,E06000056,8,0
2020-08-11,Central Bedfordshire,E06000056,3,0
2020-08-10,Central Bedfordshire,E06000056,3,0
2020-08-09,Central Bedfordshire,E06000056,0,1
2020-08-08,Central Bedfordshire,E06000056,0,0
2020-08-07,Central Bedfordshire,E06000056,3,0
2020-08-06,Central Bedfordshire,E06000056,1,0
2020-08-05,Central Bedfordshire,E06000056,3,0
2020-08-04,Central Bedfordshire,E06000056,2,0
2020-08-03,Central Bedfordshire,E06000056,1,0
2020-08-02,Central Bedfordshire,E06000056,1,0
2020-08-01,Central Bedfordshire,E06000056,2,0
2020-07-31,Central Bedfordshire,E06000056,2,0
2020-07-30,Central Bedfordshire,E06000056,2,0
2020-07-29,Central Bedfordshire,E06000056,8,0
2020-07-28,Central Bedfordshire,E06000056,1,0
2020-07-27,Central Bedfordshire,E06000056,0,0
2020-07-26,Central Bedfordshire,E06000056,2,0
2020-07-25,Central Bedfordshire,E06000056,0,0
2020-07-24,Central Bedfordshire,E06000056,2,0
2020-07-23,Central Bedfordshire,E06000056,1,0
2020-07-22,Central Bedfordshire,E06000056,2,0
2020-07-21,Central Bedfordshire,E06000056,0,0
2020-07-20,Central Bedfordshire,E06000056,7,0
2020-07-19,Central Bedfordshire,E06000056,0,0
2020-07-18,Central Bedfordshire,E06000056,1,0
2020-07-17,Central Bedfordshire,E06000056,4,1
2020-07-16,Central Bedfordshire,E06000056,2,0
2020-07-15,Central Bedfordshire,E06000056,3,0
2020-07-14,Central Bedfordshire,E06000056,3,0
2020-07-13,Central Bedfordshire,E06000056,6,2
2020-07-12,Central Bedfordshire,E06000056,1,0
2020-07-11,Central Bedfordshire,E06000056,1,0
2020-07-10,Central Bedfordshire,E06000056,3,0
2020-07-09,Central Bedfordshire,E06000056,1,1
2020-07-08,Central Bedfordshire,E06000056,2,0
2020-07-07,Central Bedfordshire,E06000056,2,0
2020-07-06,Central Bedfordshire,E06000056,4,0
2020-07-05,Central Bedfordshire,E06000056,0,2
2020-07-04,Central Bedfordshire,E06000056,2,0
2020-07-03,Central Bedfordshire,E06000056,3,0
2020-07-02,Central Bedfordshire,E06000056,4,0
2020-07-01,Central Bedfordshire,E06000056,3,0
2020-06-30,Central Bedfordshire,E06000056,2,1
2020-06-29,Central Bedfordshire,E06000056,2,0
2020-06-28,Central Bedfordshire,E06000056,5,1
2020-06-27,Central Bedfordshire,E06000056,0,1
2020-06-26,Central Bedfordshire,E06000056,1,1
2020-06-25,Central Bedfordshire,E06000056,1,0
2020-06-24,Central Bedfordshire,E06000056,4,0
2020-06-23,Central Bedfordshire,E06000056,5,0
2020-06-22,Central Bedfordshire,E06000056,6,0
2020-06-21,Central Bedfordshire,E06000056,6,1
2020-06-20,Central Bedfordshire,E06000056,2,1
2020-06-19,Central Bedfordshire,E06000056,7,0
2020-06-18,Central Bedfordshire,E06000056,8,0
2020-06-17,Central Bedfordshire,E06000056,12,1
2020-06-16,Central Bedfordshire,E06000056,6,0
2020-06-15,Central Bedfordshire,E06000056,9,1
2020-06-14,Central Bedfordshire,E06000056,5,2
2020-06-13,Central Bedfordshire,E06000056,10,1
2020-06-12,Central Bedfordshire,E06000056,3,0
2020-06-11,Central Bedfordshire,E06000056,6,0
2020-06-10,Central Bedfordshire,E06000056,10,3
2020-06-09,Central Bedfordshire,E06000056,9,2
2020-06-08,Central Bedfordshire,E06000056,7,0
2020-06-07,Central Bedfordshire,E06000056,1,3
2020-06-06,Central Bedfordshire,E06000056,11,1
2020-06-05,Central Bedfordshire,E06000056,7,5
2020-06-04,Central Bedfordshire,E06000056,7,2
2020-06-03,Central Bedfordshire,E06000056,9,1
2020-06-02,Central Bedfordshire,E06000056,7,3
2020-06-01,Central Bedfordshire,E06000056,7,1
2020-05-31,Central Bedfordshire,E06000056,12,0
2020-05-30,Central Bedfordshire,E06000056,3,2
2020-05-29,Central Bedfordshire,E06000056,19,3
2020-05-28,Central Bedfordshire,E06000056,22,2
2020-05-27,Central Bedfordshire,E06000056,14,0
2020-05-26,Central Bedfordshire,E06000056,17,2
2020-05-25,Central Bedfordshire,E06000056,13,1
2020-05-24,Central Bedfordshire,E06000056,8,1
2020-05-23,Central Bedfordshire,E06000056,11,0
2020-05-22,Central Bedfordshire,E06000056,8,1
2020-05-21,Central Bedfordshire,E06000056,13,0
2020-05-20,Central Bedfordshire,E06000056,5,2
2020-05-19,Central Bedfordshire,E06000056,15,2
2020-05-18,Central Bedfordshire,E06000056,16,2
2020-05-17,Central Bedfordshire,E06000056,7,4
2020-05-16,Central Bedfordshire,E06000056,7,4
2020-05-15,Central Bedfordshire,E06000056,11,2
2020-05-14,Central Bedfordshire,E06000056,15,1
2020-05-13,Central Bedfordshire,E06000056,24,1
2020-05-12,Central Bedfordshire,E06000056,17,2
2020-05-11,Central Bedfordshire,E06000056,12,0
2020-05-10,Central Bedfordshire,E06000056,10,3
2020-05-09,Central Bedfordshire,E06000056,5,4
2020-05-08,Central Bedfordshire,E06000056,9,5
2020-05-07,Central Bedfordshire,E06000056,13,0
2020-05-06,Central Bedfordshire,E06000056,14,4
2020-05-05,Central Bedfordshire,E06000056,8,2
2020-05-04,Central Bedfordshire,E06000056,21,2
2020-05-03,Central Bedfordshire,E06000056,8,0
2020-05-02,Central Bedfordshire,E06000056,24,0
2020-05-01,Central Bedfordshire,E06000056,23,9
2020-04-30,Central Bedfordshire,E06000056,12,5
2020-04-29,Central Bedfordshire,E06000056,14,2
2020-04-28,Central Bedfordshire,E06000056,9,5
2020-04-27,Central Bedfordshire,E06000056,33,4
2020-04-26,Central Bedfordshire,E06000056,13,5
2020-04-25,Central Bedfordshire,E06000056,25,0
2020-04-24,Central Bedfordshire,E06000056,16,4
2020-04-23,Central Bedfordshire,E06000056,26,4
2020-04-22,Central Bedfordshire,E06000056,25,5
2020-04-21,Central Bedfordshire,E06000056,30,5
2020-04-20,Central Bedfordshire,E06000056,13,4
2020-04-19,Central Bedfordshire,E06000056,7,5
2020-04-18,Central Bedfordshire,E06000056,15,1
2020-04-17,Central Bedfordshire,E06000056,24,6
2020-04-16,Central Bedfordshire,E06000056,9,5
2020-04-15,Central Bedfordshire,E06000056,16,4
2020-04-14,Central Bedfordshire,E06000056,16,4
2020-04-13,Central Bedfordshire,E06000056,9,1
2020-04-12,Central Bedfordshire,E06000056,18,3
2020-04-11,Central Bedfordshire,E06000056,14,2
2020-04-10,Central Bedfordshire,E06000056,17,1
2020-04-09,Central Bedfordshire,E06000056,17,7
2020-04-08,Central Bedfordshire,E06000056,16,5
2020-04-07,Central Bedfordshire,E06000056,18,4
2020-04-06,Central Bedfordshire,E06000056,20,6
2020-04-05,Central Bedfordshire,E06000056,16,7
2020-04-04,Central Bedfordshire,E06000056,12,1
2020-04-03,Central Bedfordshire,E06000056,14,5
2020-04-02,Central Bedfordshire,E06000056,22,2
2020-04-01,Central Bedfordshire,E06000056,15,4
2020-03-31,Central Bedfordshire,E06000056,19,2
2020-03-30,Central Bedfordshire,E06000056,11,0
2020-03-29,Central Bedfordshire,E06000056,5,1
2020-03-28,Central Bedfordshire,E06000056,10,0
2020-03-27,Central Bedfordshire,E06000056,12,5
2020-03-26,Central Bedfordshire,E06000056,8,3
2020-03-25,Central Bedfordshire,E06000056,6,1
2020-03-24,Central Bedfordshire,E06000056,9,2
2020-03-23,Central Bedfordshire,E06000056,10,0
2020-03-22,Central Bedfordshire,E06000056,6,1
2020-03-21,Central Bedfordshire,E06000056,3,0
2020-03-20,Central Bedfordshire,E06000056,2,0
2020-03-19,Central Bedfordshire,E06000056,4,1
2020-03-18,Central Bedfordshire,E06000056,6,
2020-03-17,Central Bedfordshire,E06000056,0,
2020-03-16,Central Bedfordshire,E06000056,0,
2020-03-15,Central Bedfordshire,E06000056,5,
2020-03-14,Central Bedfordshire,E06000056,0,
2020-03-13,Central Bedfordshire,E06000056,3,
2020-03-12,Central Bedfordshire,E06000056,0,
2020-03-11,Central Bedfordshire,E06000056,1,
2020-03-10,Central Bedfordshire,E06000056,2,
date,areaName,areaCode,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
2021-02-02,Ceredigion,W06000008,0,
2021-02-01,Ceredigion,W06000008,1,
2021-01-31,Ceredigion,W06000008,9,
2021-01-30,Ceredigion,W06000008,8,
2021-01-29,Ceredigion,W06000008,5,
2021-01-28,Ceredigion,W06000008,1,
2021-01-27,Ceredigion,W06000008,2,
2021-01-26,Ceredigion,W06000008,4,
2021-01-25,Ceredigion,W06000008,7,
2021-01-24,Ceredigion,W06000008,5,
2021-01-23,Ceredigion,W06000008,1,
2021-01-22,Ceredigion,W06000008,3,
2021-01-21,Ceredigion,W06000008,3,
2021-01-20,Ceredigion,W06000008,5,
2021-01-19,Ceredigion,W06000008,11,
2021-01-18,Ceredigion,W06000008,28,
2021-01-17,Ceredigion,W06000008,6,
2021-01-16,Ceredigion,W06000008,7,
2021-01-15,Ceredigion,W06000008,19,
2021-01-14,Ceredigion,W06000008,18,
2021-01-13,Ceredigion,W06000008,24,
2021-01-12,Ceredigion,W06000008,13,
2021-01-11,Ceredigion,W06000008,23,
2021-01-10,Ceredigion,W06000008,9,
2021-01-09,Ceredigion,W06000008,9,
2021-01-08,Ceredigion,W06000008,22,
2021-01-07,Ceredigion,W06000008,16,
2021-01-06,Ceredigion,W06000008,14,
2021-01-05,Ceredigion,W06000008,14,
2021-01-04,Ceredigion,W06000008,30,
2021-01-03,Ceredigion,W06000008,22,
2021-01-02,Ceredigion,W06000008,12,
2021-01-01,Ceredigion,W06000008,7,
2020-12-31,Ceredigion,W06000008,11,
2020-12-30,Ceredigion,W06000008,20,
2020-12-29,Ceredigion,W06000008,41,
2020-12-28,Ceredigion,W06000008,31,
2020-12-27,Ceredigion,W06000008,24,
2020-12-26,Ceredigion,W06000008,10,
2020-12-25,Ceredigion,W06000008,4,
2020-12-24,Ceredigion,W06000008,7,
2020-12-23,Ceredigion,W06000008,23,
2020-12-22,Ceredigion,W06000008,11,
2020-12-21,Ceredigion,W06000008,25,
2020-12-20,Ceredigion,W06000008,21,
2020-12-19,Ceredigion,W06000008,18,
2020-12-18,Ceredigion,W06000008,26,
2020-12-17,Ceredigion,W06000008,28,
2020-12-16,Ceredigion,W06000008,29,
2020-12-15,Ceredigion,W06000008,35,
2020-12-14,Ceredigion,W06000008,27,
2020-12-13,Ceredigion,W06000008,25,
2020-12-12,Ceredigion,W06000008,16,
2020-12-11,Ceredigion,W06000008,20,
2020-12-10,Ceredigion,W06000008,12,
2020-12-09,Ceredigion,W06000008,24,
2020-12-08,Ceredigion,W06000008,28,
2020-12-07,Ceredigion,W06000008,32,
2020-12-06,Ceredigion,W06000008,16,
2020-12-05,Ceredigion,W06000008,15,
2020-12-04,Ceredigion,W06000008,9,
2020-12-03,Ceredigion,W06000008,26,
2020-12-02,Ceredigion,W06000008,25,
2020-12-01,Ceredigion,W06000008,26,
2020-11-30,Ceredigion,W06000008,11,
2020-11-29,Ceredigion,W06000008,10,
2020-11-28,Ceredigion,W06000008,7,
2020-11-27,Ceredigion,W06000008,13,
2020-11-26,Ceredigion,W06000008,22,
2020-11-25,Ceredigion,W06000008,12,
2020-11-24,Ceredigion,W06000008,27,
2020-11-23,Ceredigion,W06000008,15,
2020-11-22,Ceredigion,W06000008,18,
2020-11-21,Ceredigion,W06000008,18,
2020-11-20,Ceredigion,W06000008,12,
2020-11-19,Ceredigion,W06000008,20,
2020-11-18,Ceredigion,W06000008,5,
2020-11-17,Ceredigion,W06000008,10,
2020-11-16,Ceredigion,W06000008,6,
2020-11-15,Ceredigion,W06000008,13,
2020-11-14,Ceredigion,W06000008,6,
2020-11-13,Ceredigion,W06000008,13,
2020-11-12,Ceredigion,W06000008,10,
2020-11-11,Ceredigion,W06000008,10,
2020-11-10,Ceredigion,W06000008,10,
2020-11-09,Ceredigion,W06000008,5,
2020-11-08,Ceredigion,W06000008,6,
2020-11-07,Ceredigion,W06000008,7,
2020-11-06,Ceredigion,W06000008,3,
2020-11-05,Ceredigion,W06000008,55,
2020-11-04,Ceredigion,W06000008,3,
2020-11-03,Ceredigion,W06000008,5,
2020-11-02,Ceredigion,W06000008,13,
2020-11-01,Ceredigion,W06000008,5,
2020-10-31,Ceredigion,W06000008,5,
2020-10-30,Ceredigion,W06000008,2,
2020-10-29,Ceredigion,W06000008,6,
2020-10-28,Ceredigion,W06000008,1,
2020-10-27,Ceredigion,W06000008,3,
2020-10-26,Ceredigion,W06000008,4,
2020-10-25,Ceredigion,W06000008,2,
2020-10-24,Ceredigion,W06000008,4,
2020-10-23,Ceredigion,W06000008,11,
2020-10-22,Ceredigion,W06000008,6,
2020-10-21,Ceredigion,W06000008,7,
2020-10-20,Ceredigion,W06000008,3,
2020-10-19,Ceredigion,W06000008,7,
2020-10-18,Ceredigion,W06000008,5,
2020-10-17,Ceredigion,W06000008,2,
2020-10-16,Ceredigion,W06000008,2,
2020-10-15,Ceredigion,W06000008,2,
2020-10-14,Ceredigion,W06000008,3,
2020-10-13,Ceredigion,W06000008,8,
2020-10-12,Ceredigion,W06000008,3,
2020-10-11,Ceredigion,W06000008,0,
2020-10-10,Ceredigion,W06000008,4,
2020-10-09,Ceredigion,W06000008,4,
2020-10-08,Ceredigion,W06000008,0,
2020-10-07,Ceredigion,W06000008,3,
2020-10-06,Ceredigion,W06000008,3,
2020-10-05,Ceredigion,W06000008,4,
2020-10-04,Ceredigion,W06000008,9,
2020-10-03,Ceredigion,W06000008,5,
2020-10-02,Ceredigion,W06000008,6,
2020-10-01,Ceredigion,W06000008,3,
2020-09-30,Ceredigion,W06000008,2,
2020-09-29,Ceredigion,W06000008,3,
2020-09-28,Ceredigion,W06000008,4,
2020-09-27,Ceredigion,W06000008,1,
2020-09-26,Ceredigion,W06000008,10,
2020-09-25,Ceredigion,W06000008,3,
2020-09-24,Ceredigion,W06000008,1,
2020-09-23,Ceredigion,W06000008,1,
2020-09-22,Ceredigion,W06000008,0,
2020-09-21,Ceredigion,W06000008,1,
2020-09-20,Ceredigion,W06000008,0,
2020-09-19,Ceredigion,W06000008,1,
2020-09-18,Ceredigion,W06000008,1,
2020-09-17,Ceredigion,W06000008,0,
2020-09-16,Ceredigion,W06000008,1,
2020-09-15,Ceredigion,W06000008,0,
2020-09-14,Ceredigion,W06000008,0,
2020-09-13,Ceredigion,W06000008,0,
2020-09-12,Ceredigion,W06000008,0,
2020-09-11,Ceredigion,W06000008,0,
2020-09-10,Ceredigion,W06000008,1,
2020-09-09,Ceredigion,W06000008,0,
2020-09-08,Ceredigion,W06000008,0,
2020-09-07,Ceredigion,W06000008,8,
2020-09-06,Ceredigion,W06000008,0,
2020-09-05,Ceredigion,W06000008,1,
2020-09-04,Ceredigion,W06000008,0,
2020-09-03,Ceredigion,W06000008,0,
2020-09-02,Ceredigion,W06000008,1,
2020-09-01,Ceredigion,W06000008,0,
2020-08-31,Ceredigion,W06000008,1,
2020-08-30,Ceredigion,W06000008,0,
2020-08-29,Ceredigion,W06000008,0,
2020-08-28,Ceredigion,W06000008,3,
2020-08-27,Ceredigion,W06000008,0,
2020-08-26,Ceredigion,W06000008,1,
2020-08-25,Ceredigion,W06000008,0,
2020-08-24,Ceredigion,W06000008,3,
2020-08-23,Ceredigion,W06000008,1,
2020-08-22,Ceredigion,W06000008,0,
2020-08-21,Ceredigion,W06000008,0,
2020-08-20,Ceredigion,W06000008,0,
2020-08-19,Ceredigion,W06000008,0,
2020-08-18,Ceredigion,W06000008,0,
2020-08-17,Ceredigion,W06000008,0,
2020-08-16,Ceredigion,W06000008,0,
2020-08-15,Ceredigion,W06000008,0,
2020-08-14,Ceredigion,W06000008,0,
2020-08-13,Ceredigion,W06000008,0,
2020-08-12,Ceredigion,W06000008,0,
2020-08-11,Ceredigion,W06000008,0,
2020-08-10,Ceredigion,W06000008,1,
2020-08-09,Ceredigion,W06000008,0,
2020-08-08,Ceredigion,W06000008,0,
2020-08-07,Ceredigion,W06000008,0,
2020-08-06,Ceredigion,W06000008,0,
2020-08-05,Ceredigion,W06000008,2,
2020-08-04,Ceredigion,W06000008,2,
2020-08-03,Ceredigion,W06000008,2,
2020-08-02,Ceredigion,W06000008,1,
2020-08-01,Ceredigion,W06000008,0,
2020-07-31,Ceredigion,W06000008,0,
2020-07-30,Ceredigion,W06000008,0,
2020-07-29,Ceredigion,W06000008,0,
2020-07-28,Ceredigion,W06000008,0,
2020-07-27,Ceredigion,W06000008,0,
2020-07-26,Ceredigion,W06000008,0,
2020-07-25,Ceredigion,W06000008,0,
2020-07-24,Ceredigion,W06000008,0,
2020-07-23,Ceredigion,W06000008,0,
2020-07-22,Ceredigion,W06000008,0,
2020-07-21,Ceredigion,W06000008,1,
2020-07-20,Ceredigion,W06000008,0,
2020-07-19,Ceredigion,W06000008,0,
2020-07-18,Ceredigion,W06000008,0,
2020-07-17,Ceredigion,W06000008,0,
2020-07-16,Ceredigion,W06000008,1,
2020-07-15,Ceredigion,W06000008,1,
2020-07-14,Ceredigion,W06000008,0,
2020-07-13,Ceredigion,W06000008,0,
2020-07-12,Ceredigion,W06000008,0,
2020-07-11,Ceredigion,W06000008,0,
2020-07-10,Ceredigion,W06000008,0,
2020-07-09,Ceredigion,W06000008,0,
2020-07-08,Ceredigion,W06000008,0,
2020-07-07,Ceredigion,W06000008,2,
2020-07-06,Ceredigion,W06000008,1,
2020-07-05,Ceredigion,W06000008,0,
2020-07-04,Ceredigion,W06000008,0,
2020-07-03,Ceredigion,W06000008,1,
2020-07-02,Ceredigion,W06000008,0,
2020-07-01,Ceredigion,W06000008,0,
2020-06-30,Ceredigion,W06000008,0,
2020-06-29,Ceredigion,W06000008,0,
2020-06-28,Ceredigion,W06000008,0,
2020-06-27,Ceredigion,W06000008,0,
2020-06-26,Ceredigion,W06000008,0,
2020-06-25,Ceredigion,W06000008,1,
2020-06-24,Ceredigion,W06000008,0,
2020-06-23,Ceredigion,W06000008,2,
2020-06-22,Ceredigion,W06000008,0,
2020-06-21,Ceredigion,W06000008,0,
2020-06-20,Ceredigion,W06000008,1,
2020-06-19,Ceredigion,W06000008,2,
2020-06-18,Ceredigion,W06000008,1,
2020-06-17,Ceredigion,W06000008,0,
2020-06-16,Ceredigion,W06000008,2,
2020-06-15,Ceredigion,W06000008,0,
2020-06-14,Ceredigion,W06000008,2,
2020-06-13,Ceredigion,W06000008,0,
2020-06-12,Ceredigion,W06000008,1,
2020-06-11,Ceredigion,W06000008,0,
2020-06-10,Ceredigion,W06000008,1,
2020-06-09,Ceredigion,W06000008,0,
2020-06-08,Ceredigion,W06000008,1,
2020-06-07,Ceredigion,W06000008,0,
2020-06-06,Ceredigion,W06000008,1,
2020-06-05,Ceredigion,W06000008,0,
2020-06-04,Ceredigion,W06000008,0,
2020-06-03,Ceredigion,W06000008,0,
2020-06-02,Ceredigion,W06000008,1,
2020-06-01,Ceredigion,W06000008,1,
2020-05-31,Ceredigion,W06000008,0,
2020-05-30,Ceredigion,W06000008,0,
2020-05-29,Ceredigion,W06000008,0,
2020-05-28,Ceredigion,W06000008,0,
2020-05-27,Ceredigion,W06000008,0,
2020-05-26,Ceredigion,W06000008,0,
2020-05-25,Ceredigion,W06000008,0,
2020-05-24,Ceredigion,W06000008,0,
2020-05-23,Ceredigion,W06000008,0,
2020-05-22,Ceredigion,W06000008,1,
2020-05-21,Ceredigion,W06000008,0,
2020-05-20,Ceredigion,W06000008,2,
2020-05-19,Ceredigion,W06000008,0,
2020-05-18,Ceredigion,W06000008,0,
2020-05-17,Ceredigion,W06000008,0,
2020-05-16,Ceredigion,W06000008,0,
2020-05-15,Ceredigion,W06000008,0,
2020-05-14,Ceredigion,W06000008,0,
2020-05-13,Ceredigion,W06000008,1,
2020-05-12,Ceredigion,W06000008,0,
2020-05-11,Ceredigion,W06000008,0,
2020-05-10,Ceredigion,W06000008,0,
2020-05-09,Ceredigion,W06000008,0,
2020-05-08,Ceredigion,W06000008,0,
2020-05-07,Ceredigion,W06000008,0,
2020-05-06,Ceredigion,W06000008,0,
2020-05-05,Ceredigion,W06000008,1,
2020-05-04,Ceredigion,W06000008,0,
2020-05-03,Ceredigion,W06000008,0,
2020-05-02,Ceredigion,W06000008,0,
2020-05-01,Ceredigion,W06000008,0,
2020-04-30,Ceredigion,W06000008,0,
2020-04-29,Ceredigion,W06000008,1,
2020-04-28,Ceredigion,W06000008,0,
2020-04-27,Ceredigion,W06000008,1,
2020-04-26,Ceredigion,W06000008,0,
2020-04-25,Ceredigion,W06000008,0,
2020-04-24,Ceredigion,W06000008,0,
2020-04-23,Ceredigion,W06000008,0,
2020-04-22,Ceredigion,W06000008,0,
2020-04-21,Ceredigion,W06000008,0,
2020-04-20,Ceredigion,W06000008,1,
2020-04-19,Ceredigion,W06000008,1,
2020-04-18,Ceredigion,W06000008,0,
2020-04-17,Ceredigion,W06000008,0,
2020-04-16,Ceredigion,W06000008,1,
2020-04-15,Ceredigion,W06000008,1,
2020-04-14,Ceredigion,W06000008,0,
2020-04-13,Ceredigion,W06000008,0,
2020-04-12,Ceredigion,W06000008,2,
2020-04-11,Ceredigion,W06000008,1,
2020-04-10,Ceredigion,W06000008,2,
2020-04-09,Ceredigion,W06000008,0,
2020-04-08,Ceredigion,W06000008,0,
2020-04-07,Ceredigion,W06000008,1,
2020-04-06,Ceredigion,W06000008,1,
2020-04-05,Ceredigion,W06000008,1,
2020-04-04,Ceredigion,W06000008,2,
2020-04-03,Ceredigion,W06000008,1,
2020-04-02,Ceredigion,W06000008,2,
2020-04-01,Ceredigion,W06000008,2,
2020-03-31,Ceredigion,W06000008,3,
2020-03-30,Ceredigion,W06000008,0,
2020-03-29,Ceredigion,W06000008,0,
2020-03-28,Ceredigion,W06000008,1,
2020-03-27,Ceredigion,W06000008,1,
2020-03-26,Ceredigion,W06000008,2,
2020-03-25,Ceredigion,W06000008,2,
2020-03-24,Ceredigion,W06000008,1,
2020-03-23,Ceredigion,W06000008,0,
2020-03-22,Ceredigion,W06000008,2,
2020-03-21,Ceredigion,W06000008,3,
2020-03-20,Ceredigion,W06000008,0,
2020-03-19,Ceredigion,W06000008,0,
2020-03-18,Ceredigion,W06000008,0,
2020-03-17,Ceredigion,W06000008,0,
2020-03-16,Ceredigion,W06000008,0,
2020-03-15,Ceredigion,W06000008,0,
2020-03-14,Ceredigion,W06000008,0,
2020-03-13,Ceredigion,W06000008,1,
2020-03-12,Ceredigion,W06000008,0,
2020-03-11,Ceredigion,W06000008,0,
2020-03-10,Ceredigion,W06000008,0,
2020-03-09,Ceredigion,W06000008,0,
2020-03-08,Ceredigion,W06000008,0,
2020-03-07,Ceredigion,W06000008,0,
2020-03-06,Ceredigion,W06000008,0,
2020-03-05,Ceredigion,W06000008,0,
2020-03-04,Ceredigion,W06000008,0,
2020-03-03,Ceredigion,W06000008,0,
2020-03-02,Ceredigion,W06000008,0,
2020-03-01,Ceredigion,W06000008,0,
2020-02-29,Ceredigion,W06000008,0,
2020-02-28,Ceredigion,W06000008,0,
2020-02-27,Ceredigion,W06000008,0,
date,areaName,areaCode,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
2021-02-02,Cheshire East,E06000049,20,0
2021-02-01,Cheshire East,E06000049,94,3
2021-01-31,Cheshire East,E06000049,88,4
2021-01-30,Cheshire East,E06000049,84,2
2021-01-29,Cheshire East,E06000049,101,3
2021-01-28,Cheshire East,E06000049,93,4
2021-01-27,Cheshire East,E06000049,110,6
2021-01-26,Cheshire East,E06000049,147,3
2021-01-25,Cheshire East,E06000049,130,8
2021-01-24,Cheshire East,E06000049,88,10
2021-01-23,Cheshire East,E06000049,80,7
2021-01-22,Cheshire East,E06000049,111,6
2021-01-21,Cheshire East,E06000049,101,7
2021-01-20,Cheshire East,E06000049,137,5
2021-01-19,Cheshire East,E06000049,175,8
2021-01-18,Cheshire East,E06000049,205,6
2021-01-17,Cheshire East,E06000049,123,8
2021-01-16,Cheshire East,E06000049,137,7
2021-01-15,Cheshire East,E06000049,179,2
2021-01-14,Cheshire East,E06000049,176,5
2021-01-13,Cheshire East,E06000049,157,4
2021-01-12,Cheshire East,E06000049,207,7
2021-01-11,Cheshire East,E06000049,256,6
2021-01-10,Cheshire East,E06000049,158,4
2021-01-09,Cheshire East,E06000049,157,6
2021-01-08,Cheshire East,E06000049,145,7
2021-01-07,Cheshire East,E06000049,203,3
2021-01-06,Cheshire East,E06000049,250,2
2021-01-05,Cheshire East,E06000049,286,0
2021-01-04,Cheshire East,E06000049,290,7
2021-01-03,Cheshire East,E06000049,250,2
2021-01-02,Cheshire East,E06000049,283,3
2021-01-01,Cheshire East,E06000049,137,3
2020-12-31,Cheshire East,E06000049,244,7
2020-12-30,Cheshire East,E06000049,369,2
2020-12-29,Cheshire East,E06000049,339,4
2020-12-28,Cheshire East,E06000049,196,3
2020-12-27,Cheshire East,E06000049,207,2
2020-12-26,Cheshire East,E06000049,165,3
2020-12-25,Cheshire East,E06000049,60,3
2020-12-24,Cheshire East,E06000049,127,0
2020-12-23,Cheshire East,E06000049,149,2
2020-12-22,Cheshire East,E06000049,164,3
2020-12-21,Cheshire East,E06000049,184,2
2020-12-20,Cheshire East,E06000049,105,1
2020-12-19,Cheshire East,E06000049,89,4
2020-12-18,Cheshire East,E06000049,115,6
2020-12-17,Cheshire East,E06000049,102,3
2020-12-16,Cheshire East,E06000049,138,3
2020-12-15,Cheshire East,E06000049,110,2
2020-12-14,Cheshire East,E06000049,107,6
2020-12-13,Cheshire East,E06000049,55,3
2020-12-12,Cheshire East,E06000049,51,5
2020-12-11,Cheshire East,E06000049,81,5
2020-12-10,Cheshire East,E06000049,84,1
2020-12-09,Cheshire East,E06000049,68,0
2020-12-08,Cheshire East,E06000049,56,7
2020-12-07,Cheshire East,E06000049,83,1
2020-12-06,Cheshire East,E06000049,48,3
2020-12-05,Cheshire East,E06000049,39,5
2020-12-04,Cheshire East,E06000049,57,2
2020-12-03,Cheshire East,E06000049,53,0
2020-12-02,Cheshire East,E06000049,57,1
2020-12-01,Cheshire East,E06000049,77,2
2020-11-30,Cheshire East,E06000049,85,0
2020-11-29,Cheshire East,E06000049,57,3
2020-11-28,Cheshire East,E06000049,32,5
2020-11-27,Cheshire East,E06000049,66,1
2020-11-26,Cheshire East,E06000049,84,1
2020-11-25,Cheshire East,E06000049,83,0
2020-11-24,Cheshire East,E06000049,87,1
2020-11-23,Cheshire East,E06000049,66,1
2020-11-22,Cheshire East,E06000049,59,1
2020-11-21,Cheshire East,E06000049,56,2
2020-11-20,Cheshire East,E06000049,62,1
2020-11-19,Cheshire East,E06000049,80,2
2020-11-18,Cheshire East,E06000049,123,3
2020-11-17,Cheshire East,E06000049,145,2
2020-11-16,Cheshire East,E06000049,127,1
2020-11-15,Cheshire East,E06000049,69,4
2020-11-14,Cheshire East,E06000049,72,0
2020-11-13,Cheshire East,E06000049,110,1
2020-11-12,Cheshire East,E06000049,130,1
2020-11-11,Cheshire East,E06000049,137,0
2020-11-10,Cheshire East,E06000049,134,1
2020-11-09,Cheshire East,E06000049,220,1
2020-11-08,Cheshire East,E06000049,105,3
2020-11-07,Cheshire East,E06000049,99,1
2020-11-06,Cheshire East,E06000049,144,2
2020-11-05,Cheshire East,E06000049,133,0
