date,areaName,areaCode,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
2020-08-03,Calderdale,E08000033,27,
2020-08-02,Calderdale,E08000033,16,
2020-08-01,Calderdale,E08000033,6,
2020-07-31,Calderdale,E08000033,1,
2020-07-30,Calderdale,E08000033,4,
2020-07-29,Calderdale,E08000033,15,
2020-07-28,Calderdale,E08000033,29,
2020-07-27,Calderdale,E08000033,13,
2020-07-26,Calderdale,E08000033,15,
2020-07-25,Calderdale,E08000033,8,
2020-07-24,Calderdale,E08000033,8,
2020-07-23,Calderdale,E08000033,6,
2020-07-22,Calderdale,E08000033,14,
2020-07-21,Calderdale,E08000033,10,
2020-07-20,Calderdale,E08000033,3,
2020-07-19,Calderdale,E08000033,5,
2020-07-18,Calderdale,E08000033,5,
2020-07-17,Calderdale,E08000033,6,
2020-07-16,Calderdale,E08000033,5,
2020-07-15,Calderdale,E08000033,13,
2020-07-14,Calderdale,E08000033,7,
2020-07-13,Calderdale,E08000033,8,
2020-07-12,Calderdale,E08000033,5,
2020-07-11,Calderdale,E08000033,7,
2020-07-10,Calderdale,E08000033,9,
2020-07-09,Calderdale,E08000033,6,
2020-07-08,Calderdale,E08000033,4,
2020-07-07,Calderdale,E08000033,12,
2020-07-06,Calderdale,E08000033,6,
2020-07-05,Calderdale,E08000033,3,
2020-07-04,Calderdale,E08000033,3,
2020-07-03,Calderdale,E08000033,3,
2020-07-02,Calderdale,E08000033,2,
2020-07-01,Calderdale,E08000033,2,
2020-06-30,Calderdale,E08000033,5,
2020-06-29,Calderdale,E08000033,5,
2020-06-28,Calderdale,E08000033,5,
2020-06-27,Calderdale,E08000033,4,
2020-06-26,Calderdale,E08000033,10,
2020-06-25,Calderdale,E08000033,4,
2020-06-24,Calderdale,E08000033,3,
2020-06-23,Calderdale,E08000033,10,
2020-06-22,Calderdale,E08000033,2,
2020-06-21,Calderdale,E08000033,3,
2020-06-20,Calderdale,E08000033,4,
2020-06-19,Calderdale,E08000033,0,
2020-06-18,Calderdale,E08000033,8,
2020-06-17,Calderdale,E08000033,5,
2020-06-16,Calderdale,E08000033,2,
2020-06-15,Calderdale,E08000033,4,
2020-06-14,Calderdale,E08000033,1,
2020-06-13,Calderdale,E08000033,2,
2020-06-12,Calderdale,E08000033,7,
2020-06-11,Calderdale,E08000033,3,
2020-06-10,Calderdale,E08000033,4,
2020-06-09,Calderdale,E08000033,2,
2020-06-08,Calderdale,E08000033,5,
2020-06-07,Calderdale,E08000033,6,
2020-06-06,Calderdale,E08000033,1,
2020-06-05,Calderdale,E08000033,3,
2020-06-04,Calderdale,E08000033,5,
2020-06-03,Calderdale,E08000033,4,
2020-06-02,Calderdale,E08000033,0,
2020-06-01,Calderdale,E08000033,4,
2020-05-31,Calderdale,E08000033,0,
2020-05-30,Calderdale,E08000033,2,
2020-05-29,Calderdale,E08000033,2,
2020-05-28,Calderdale,E08000033,2,
2020-05-27,Calderdale,E08000033,6,
2020-05-26,Calderdale,E08000033,6,
2020-05-25,Calderdale,E08000033,4,
2020-05-24,Calderdale,E08000033,3,
2020-05-23,Calderdale,E08000033,10,
2020-05-22,Calderdale,E08000033,5,
2020-05-21,Calderdale,E08000033,1,
2020-05-20,Calderdale,E08000033,6,
2020-05-19,Calderdale,E08000033,7,
2020-05-18,Calderdale,E08000033,6,
2020-05-17,Calderdale,E08000033,8,
2020-05-16,Calderdale,E08000033,4,
2020-05-15,Calderdale,E08000033,5,
2020-05-14,Calderdale,E08000033,6,
2020-05-13,Calderdale,E08000033,9,
2020-05-12,Calderdale,E08000033,14,
2020-05-11,Calderdale,E08000033,12,
2020-05-10,Calderdale,E08000033,10,
2020-05-09,Calderdale,E08000033,2,
2020-05-08,Calderdale,E08000033,4,
2020-05-07,Calderdale,E08000033,15,
2020-05-06,Calderdale,E08000033,4,
2020-05-05,Calderdale,E08000033,16,
2020-05-04,Calderdale,E08000033,6,
2020-05-03,Calderdale,E08000033,7,
2020-05-02,Calderdale,E08000033,5,
2020-05-01,Calderdale,E08000033,20,
2020-04-30,Calderdale,E08000033,18,
2020-04-29,Calderdale,E08000033,4,
2020-04-28,Calderdale,E08000033,15,
2020-04-27,Calderdale,E08000033,7,
2020-04-26,Calderdale,E08000033,4,
2020-04-25,Calderdale,E08000033,7,
2020-04-24,Calderdale,E08000033,9,
2020-04-23,Calderdale,E08000033,8,
2020-04-22,Calderdale,E08000033,16,
2020-04-21,Calderdale,E08000033,13,
2020-04-20,Calderdale,E08000033,5,
2020-04-19,Calderdale,E08000033,5,
2020-04-18,Calderdale,E08000033,6,
2020-04-17,Calderdale,E08000033,14,
2020-04-16,Calderdale,E08000033,11,
2020-04-15,Calderdale,E08000033,19,
2020-04-14,Calderdale,E08000033,8,
2020-04-13,Calderdale,E08000033,6,
2020-04-12,Calderdale,E08000033,8,
2020-04-11,Calderdale,E08000033,3,
2020-04-10,Calderdale,E08000033,12,
2020-04-09,Calderdale,E08000033,6,
2020-04-08,Calderdale,E08000033,10,
2020-04-07,Calderdale,E08000033,7,
2020-04-06,Calderdale,E08000033,10,
2020-04-05,Calderdale,E08000033,3,
2020-04-04,Calderdale,E08000033,8,
2020-04-03,Calderdale,E08000033,12,
2020-04-02,Calderdale,E08000033,11,
2020-04-01,Calderdale,E08000033,6,
2020-03-31,Calderdale,E08000033,5,
2020-03-30,Calderdale,E08000033,12,
2020-03-29,Calderdale,E08000033,9,
2020-03-28,Calderdale,E08000033,5,
2020-03-27,Calderdale,E08000033,6,
2020-03-26,Calderdale,E08000033,6,
2020-03-25,Calderdale,E08000033,4,
2020-03-24,Calderdale,E08000033,1,
2020-03-23,Calderdale,E08000033,2,
2020-03-22,Calderdale,E08000033,0,
2020-03-21,Calderdale,E08000033,2,
2020-03-20,Calderdale,E08000033,0,
2020-03-19,Calderdale,E08000033,0,
2020-03-18,Calderdale,E08000033,0,
2020-03-17,Calderdale,E08000033,0,
2020-03-16,Calderdale,E08000033,2,
2020-03-15,Calderdale,E08000033,0,
2020-03-14,Calderdale,E08000033,0,
2020-03-13,Calderdale,E08000033,0,
2020-03-12,Calderdale,E08000033,0,
2020-03-11,Calderdale,E08000033,2,
2020-03-10,Calderdale,E08000033,1,
date,areaName,areaCode,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
2020-09-28,Cambridgeshire,E10000003,0,
2020-09-27,Cambridgeshire,E10000003,15,
2020-09-26,Cambridgeshire,E10000003,9,
2020-09-25,Cambridgeshire,E10000003,12,
2020-09-24,Cambridgeshire,E10000003,16,
2020-09-23,Cambridgeshire,E10000003,16,
2020-09-22,Cambridgeshire,E10000003,7,
2020-09-21,Cambridgeshire,E10000003,9,
2020-09-20,Cambridgeshire,E10000003,12,
2020-09-19,Cambridgeshire,E10000003,10,
2020-09-18,Cambridgeshire,E10000003,13,
2020-09-17,Cambridgeshire,E10000003,6,
2020-09-16,Cambridgeshire,E10000003,8,
2020-09-15,Cambridgeshire,E10000003,2,
2020-09-14,Cambridgeshire,E10000003,12,
2020-09-13,Cambridgeshire,E10000003,4,
2020-09-12,Cambridgeshire,E10000003,7,
2020-09-11,Cambridgeshire,E10000003,8,
2020-09-10,Cambridgeshire,E10000003,13,
2020-09-09,Cambridgeshire,E10000003,5,
2020-09-08,Cambridgeshire,E10000003,23,
2020-09-07,Cambridgeshire,E10000003,12,
2020-09-06,Cambridgeshire,E10000003,9,
2020-09-05,Cambridgeshire,E10000003,1,
2020-09-04,Cambridgeshire,E10000003,7,
2020-09-03,Cambridgeshire,E10000003,5,
2020-09-02,Cambridgeshire,E10000003,10,
2020-09-01,Cambridgeshire,E10000003,9,
2020-08-31,Cambridgeshire,E10000003,9,
2020-08-30,Cambridgeshire,E10000003,3,
2020-08-29,Cambridgeshire,E10000003,4,
2020-08-28,Cambridgeshire,E10000003,6,
2020-08-27,Cambridgeshire,E10000003,14,
2020-08-26,Cambridgeshire,E10000003,5,
2020-08-25,Cambridgeshire,E10000003,9,
2020-08-24,Cambridgeshire,E10000003,6,
2020-08-23,Cambridgeshire,E10000003,5,
2020-08-22,Cambridgeshire,E10000003,4,
2020-08-21,Cambridgeshire,E10000003,6,
2020-08-20,Cambridgeshire,E10000003,8,
2020-08-19,Cambridgeshire,E10000003,7,
2020-08-18,Cambridgeshire,E10000003,0,
2020-08-17,Cambridgeshire,E10000003,3,
2020-08-16,Cambridgeshire,E10000003,1,
2020-08-15,Cambridgeshire,E10000003,4,
2020-08-14,Cambridgeshire,E10000003,8,
2020-08-13,Cambridgeshire,E10000003,8,
2020-08-12,Cambridgeshire,E10000003,5,
2020-08-11,Cambridgeshire,E10000003,8,
2020-08-10,Cambridgeshire,E10000003,8,
2020-08-09,Cambridgeshire,E10000003,6,
2020-08-08,Cambridgeshire,E10000003,6,
2020-08-07,Cambridgeshire,E10000003,11,
2020-08-06,Cambridgeshire,E10000003,4,
2020-08-05,Cambridgeshire,E10000003,0,
2020-08-04,Cambridgeshire,E10000003,5,
2020-08-03,Cambridgeshire,E10000003,2,
2020-08-02,Cambridgeshire,E10000003,3,
2020-08-01,Cambridgeshire,E10000003,1,
2020-07-31,Cambridgeshire,E10000003,5,
2020-07-30,Cambridgeshire,E10000003,11,
2020-07-29,Cambridgeshire,E10000003,6,
2020-07-28,Cambridgeshire,E10000003,2,
2020-07-27,Cambridgeshire,E10000003,2,
2020-07-26,Cambridgeshire,E10000003,0,
2020-07-25,Cambridgeshire,E10000003,0,
2020-07-24,Cambridgeshire,E10000003,8,
2020-07-23,Cambridgeshire,E10000003,5,
2020-07-22,Cambridgeshire,E10000003,13,
2020-07-21,Cambridgeshire,E10000003,6,
2020-07-20,Cambridgeshire,E10000003,5,
2020-07-19,Cambridgeshire,E10000003,1,
2020-07-18,Cambridgeshire,E10000003,2,
2020-07-17,Cambridgeshire,E10000003,6,
2020-07-16,Cambridgeshire,E10000003,9,
2020-07-15,Cambridgeshire,E10000003,5,
2020-07-14,Cambridgeshire,E10000003,5,
2020-07-13,Cambridgeshire,E10000003,6,
2020-07-12,Cambridgeshire,E10000003,2,
2020-07-11,Cambridgeshire,E10000003,1,
2020-07-10,Cambridgeshire,E10000003,3,
2020-07-09,Cambridgeshire,E10000003,3,
2020-07-08,Cambridgeshire,E10000003,6,
2020-07-07,Cambridgeshire,E10000003,3,
2020-07-06,Cambridgeshire,E10000003,5,
2020-07-05,Cambridgeshire,E10000003,3,
2020-07-04,Cambridgeshire,E10000003,2,
2020-07-03,Cambridgeshire,E10000003,1,
2020-07-02,Cambridgeshire,E10000003,6,
2020-07-01,Cambridgeshire,E10000003,5,
2020-06-30,Cambridgeshire,E10000003,0,
2020-06-29,Cambridgeshire,E10000003,5,
2020-06-28,Cambridgeshire,E10000003,0,
2020-06-27,Cambridgeshire,E10000003,1,
2020-06-26,Cambridgeshire,E10000003,5,
2020-06-25,Cambridgeshire,E10000003,5,
2020-06-24,Cambridgeshire,E10000003,8,
2020-06-23,Cambridgeshire,E10000003,3,
2020-06-22,Cambridgeshire,E10000003,6,
2020-06-21,Cambridgeshire,E10000003,6,
2020-06-20,Cambridgeshire,E10000003,6,
2020-06-19,Cambridgeshire,E10000003,3,
2020-06-18,Cambridgeshire,E10000003,2,
2020-06-17,Cambridgeshire,E10000003,2,
2020-06-16,Cambridgeshire,E10000003,10,
2020-06-15,Cambridgeshire,E10000003,4,
2020-06-14,Cambridgeshire,E10000003,3,
2020-06-13,Cambridgeshire,E10000003,2,
2020-06-12,Cambridgeshire,E10000003,5,
2020-06-11,Cambridgeshire,E10000003,6,
2020-06-10,Cambridgeshire,E10000003,6,
2020-06-09,Cambridgeshire,E10000003,21,
2020-06-08,Cambridgeshire,E10000003,11,
2020-06-07,Cambridgeshire,E10000003,7,
2020-06-06,Cambridgeshire,E10000003,6,
2020-06-05,Cambridgeshire,E10000003,5,
2020-06-04,Cambridgeshire,E10000003,10,
2020-06-03,Cambridgeshire,E10000003,16,
2020-06-02,Cambridgeshire,E10000003,31,
2020-06-01,Cambridgeshire,E10000003,11,
2020-05-31,Cambridgeshire,E10000003,3,
2020-05-30,Cambridgeshire,E10000003,15,
2020-05-29,Cambridgeshire,E10000003,31,
2020-05-28,Cambridgeshire,E10000003,13,
2020-05-27,Cambridgeshire,E10000003,11,
2020-05-26,Cambridgeshire,E10000003,7,
2020-05-25,Cambridgeshire,E10000003,9,
2020-05-24,Cambridgeshire,E10000003,9,
2020-05-23,Cambridgeshire,E10000003,14,
2020-05-22,Cambridgeshire,E10000003,27,
2020-05-21,Cambridgeshire,E10000003,40,
2020-05-20,Cambridgeshire,E10000003,40,
2020-05-19,Cambridgeshire,E10000003,34,
2020-05-18,Cambridgeshire,E10000003,28,
2020-05-17,Cambridgeshire,E10000003,19,
2020-05-16,Cambridgeshire,E10000003,19,
2020-05-15,Cambridgeshire,E10000003,29,
2020-05-14,Cambridgeshire,E10000003,30,
2020-05-13,Cambridgeshire,E10000003,47,
2020-05-12,Cambridgeshire,E10000003,29,
2020-05-11,Cambridgeshire,E10000003,71,
2020-05-10,Cambridgeshire,E10000003,35,
2020-05-09,Cambridgeshire,E10000003,33,
2020-05-08,Cambridgeshire,E10000003,24,
2020-05-07,Cambridgeshire,E10000003,51,
2020-05-06,Cambridgeshire,E10000003,45,
2020-05-05,Cambridgeshire,E10000003,36,
2020-05-04,Cambridgeshire,E10000003,47,
2020-05-03,Cambridgeshire,E10000003,32,
2020-05-02,Cambridgeshire,E10000003,46,
2020-05-01,Cambridgeshire,E10000003,62,
2020-04-30,Cambridgeshire,E10000003,57,
2020-04-29,Cambridgeshire,E10000003,54,
2020-04-28,Cambridgeshire,E10000003,61,
2020-04-27,Cambridgeshire,E10000003,35,
2020-04-26,Cambridgeshire,E10000003,30,
2020-04-25,Cambridgeshire,E10000003,24,
2020-04-24,Cambridgeshire,E10000003,25,
2020-04-23,Cambridgeshire,E10000003,39,
2020-04-22,Cambridgeshire,E10000003,39,
2020-04-21,Cambridgeshire,E10000003,34,
2020-04-20,Cambridgeshire,E10000003,27,
2020-04-19,Cambridgeshire,E10000003,22,
2020-04-18,Cambridgeshire,E10000003,14,
2020-04-17,Cambridgeshire,E10000003,33,
2020-04-16,Cambridgeshire,E10000003,30,
2020-04-15,Cambridgeshire,E10000003,14,
2020-04-14,Cambridgeshire,E10000003,20,
2020-04-13,Cambridgeshire,E10000003,14,
2020-04-12,Cambridgeshire,E10000003,18,
2020-04-11,Cambridgeshire,E10000003,19,
2020-04-10,Cambridgeshire,E10000003,26,
2020-04-09,Cambridgeshire,E10000003,32,
2020-04-08,Cambridgeshire,E10000003,31,
2020-04-07,Cambridgeshire,E10000003,26,
2020-04-06,Cambridgeshire,E10000003,19,
2020-04-05,Cambridgeshire,E10000003,26,
2020-04-04,Cambridgeshire,E10000003,19,
2020-04-03,Cambridgeshire,E10000003,17,
2020-04-02,Cambridgeshire,E10000003,22,
2020-04-01,Cambridgeshire,E10000003,13,
2020-03-31,Cambridgeshire,E10000003,20,
2020-03-30,Cambridgeshire,E10000003,25,
2020-03-29,Cambridgeshire,E10000003,12,
2020-03-28,Cambridgeshire,E10000003,9,
2020-03-27,Cambridgeshire,E10000003,18,
2020-03-26,Cambridgeshire,E10000003,12,
2020-03-25,Cambridgeshire,E10000003,17,
2020-03-24,Cambridgeshire,E10000003,17,
2020-03-23,Cambridgeshire,E10000003,14,
2020-03-22,Cambridgeshire,E10000003,5,
2020-03-21,Cambridgeshire,E10000003,9,
2020-03-20,Cambridgeshire,E10000003,9,
2020-03-19,Cambridgeshire,E10000003,7,
2020-03-18,Cambridgeshire,E10000003,8,
2020-03-17,Cambridgeshire,E10000003,1,
2020-03-16,Cambridgeshire,E10000003,1,
2020-03-15,Cambridgeshire,E10000003,2,
2020-03-14,Cambridgeshire,E10000003,0,
2020-03-13,Cambridgeshire,E10000003,5,
2020-03-12,Cambridgeshire,E10000003,4,
2020-03-11,Cambridgeshire,E10000003,1,
2020-03-10,Cambridgeshire,E10000003,3,
2020-03-09,Cambridgeshire,E10000003,0,
2020-03-08,Cambridgeshire,E10000003,0,
2020-03-07,Cambridgeshire,E10000003,0,
2020-03-06,Cambridgeshire,E10000003,0,
2020-03-05,Cambridgeshire,E10000003,1,
2020-03-04,Cambridgeshire,E10000003,0,
2020-03-03,Cambridgeshire,E10000003,1,
date,areaName,areaCode,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
2020-09-28,Camden,E09000007,0,
2020-09-27,Camden,E09000007,1,
2020-09-26,Camden,E09000007,4,
2020-09-25,Camden,E09000007,7,
2020-09-24,Camden,E09000007,10,
2020-09-23,Camden,E09000007,10,
2020-09-22,Camden,E09000007,11,
2020-09-21,Camden,E09000007,6,
2020-09-20,Camden,E09000007,16,
2020-09-19,Camden,E09000007,6,
2020-09-18,Camden,E09000007,10,
2020-09-17,Camden,E09000007,6,
2020-09-16,Camden,E09000007,5,
2020-09-15,Camden,E09000007,10,
2020-09-14,Camden,E09000007,10,
2020-09-13,Camden,E09000007,3,
2020-09-12,Camden,E09000007,9,
2020-09-11,Camden,E09000007,10,
2020-09-10,Camden,E09000007,8,
2020-09-09,Camden,E09000007,6,
2020-09-08,Camden,E09000007,11,
2020-09-07,Camden,E09000007,18,
2020-09-06,Camden,E09000007,2,
2020-09-05,Camden,E09000007,2,
2020-09-04,Camden,E09000007,8,
2020-09-03,Camden,E09000007,7,
2020-09-02,Camden,E09000007,7,
2020-09-01,Camden,E09000007,6,
2020-08-31,Camden,E09000007,4,
2020-08-30,Camden,E09000007,2,
2020-08-29,Camden,E09000007,5,
2020-08-28,Camden,E09000007,7,
2020-08-27,Camden,E09000007,3,
2020-08-26,Camden,E09000007,2,
2020-08-25,Camden,E09000007,9,
2020-08-24,Camden,E09000007,10,
2020-08-23,Camden,E09000007,3,
2020-08-22,Camden,E09000007,2,
2020-08-21,Camden,E09000007,6,
2020-08-20,Camden,E09000007,9,
2020-08-19,Camden,E09000007,2,
2020-08-18,Camden,E09000007,2,
2020-08-17,Camden,E09000007,9,
2020-08-16,Camden,E09000007,1,
2020-08-15,Camden,E09000007,6,
2020-08-14,Camden,E09000007,1,
2020-08-13,Camden,E09000007,3,
2020-08-12,Camden,E09000007,3,
2020-08-11,Camden,E09000007,5,
2020-08-10,Camden,E09000007,4,
2020-08-09,Camden,E09000007,3,
2020-08-08,Camden,E09000007,2,
2020-08-07,Camden,E09000007,1,
2020-08-06,Camden,E09000007,5,
2020-08-05,Camden,E09000007,3,
2020-08-04,Camden,E09000007,2,
2020-08-03,Camden,E09000007,1,
2020-08-02,Camden,E09000007,0,
2020-08-01,Camden,E09000007,1,
2020-07-31,Camden,E09000007,2,
2020-07-30,Camden,E09000007,1,
2020-07-29,Camden,E09000007,1,
2020-07-28,Camden,E09000007,1,
2020-07-27,Camden,E09000007,1,
2020-07-26,Camden,E09000007,3,
2020-07-25,Camden,E09000007,3,
2020-07-24,Camden,E09000007,1,
2020-07-23,Camden,E09000007,2,
2020-07-22,Camden,E09000007,1,
2020-07-21,Camden,E09000007,0,
2020-07-20,Camden,E09000007,0,
2020-07-19,Camden,E09000007,1,
2020-07-18,Camden,E09000007,1,
2020-07-17,Camden,E09000007,0,
2020-07-16,Camden,E09000007,1,
2020-07-15,Camden,E09000007,1,
2020-07-14,Camden,E09000007,0,
2020-07-13,Camden,E09000007,3,
2020-07-12,Camden,E09000007,1,
2020-07-11,Camden,E09000007,0,
2020-07-10,Camden,E09000007,0,
2020-07-09,Camden,E09000007,0,
2020-07-08,Camden,E09000007,1,
2020-07-07,Camden,E09000007,1,
2020-07-06,Camden,E09000007,3,
2020-07-05,Camden,E09000007,0,
2020-07-04,Camden,E09000007,0,
2020-07-03,Camden,E09000007,0,
2020-07-02,Camden,E09000007,0,
2020-07-01,Camden,E09000007,1,
2020-06-30,Camden,E09000007,0,
2020-06-29,Camden,E09000007,1,
2020-06-28,Camden,E09000007,0,
2020-06-27,Camden,E09000007,0,
2020-06-26,Camden,E09000007,1,
2020-06-25,Camden,E09000007,1,
2020-06-24,Camden,E09000007,0,
2020-06-23,Camden,E09000007,0,
2020-06-22,Camden,E09000007,0,
2020-06-21,Camden,E09000007,0,
2020-06-20,Camden,E09000007,1,
2020-06-19,Camden,E09000007,1,
2020-06-18,Camden,E09000007,2,
2020-06-17,Camden,E09000007,0,
2020-06-16,Camden,E09000007,1,
2020-06-15,Camden,E09000007,0,
2020-06-14,Camden,E09000007,2,
2020-06-13,Camden,E09000007,1,
2020-06-12,Camden,E09000007,2,
2020-06-11,Camden,E09000007,2,
2020-06-10,Camden,E09000007,0,
2020-06-09,Camden,E09000007,1,
2020-06-08,Camden,E09000007,1,
2020-06-07,Camden,E09000007,3,
2020-06-06,Camden,E09000007,0,
2020-06-05,Camden,E09000007,0,
2020-06-04,Camden,E09000007,0,
2020-06-03,Camden,E09000007,2,
2020-06-02,Camden,E09000007,2,
2020-06-01,Camden,E09000007,0,
2020-05-31,Camden,E09000007,2,
2020-05-30,Camden,E09000007,0,
2020-05-29,Camden,E09000007,1,
2020-05-28,Camden,E09000007,0,
2020-05-27,Camden,E09000007,1,
2020-05-26,Camden,E09000007,0,
2020-05-25,Camden,E09000007,1,
2020-05-24,Camden,E09000007,2,
2020-05-23,Camden,E09000007,0,
2020-05-22,Camden,E09000007,1,
2020-05-21,Camden,E09000007,2,
2020-05-20,Camden,E09000007,4,
2020-05-19,Camden,E09000007,1,
2020-05-18,Camden,E09000007,2,
2020-05-17,Camden,E09000007,0,
2020-05-16,Camden,E09000007,1,
2020-05-15,Camden,E09000007,1,
2020-05-14,Camden,E09000007,1,
2020-05-13,Camden,E09000007,4,
2020-05-12,Camden,E09000007,3,
2020-05-11,Camden,E09000007,6,
2020-05-10,Camden,E09000007,2,
2020-05-09,Camden,E09000007,2,
2020-05-08,Camden,E09000007,3,
2020-05-07,Camden,E09000007,8,
2020-05-06,Camden,E09000007,4,
2020-05-05,Camden,E09000007,5,
2020-05-04,Camden,E09000007,0,
2020-05-03,Camden,E09000007,2,
2020-05-02,Camden,E09000007,1,
2020-05-01,Camden,E09000007,8,
2020-04-30,Camden,E09000007,8,
2020-04-29,Camden,E09000007,3,
2020-04-28,Camden,E09000007,6,
2020-04-27,Camden,E09000007,2,
2020-04-26,Camden,E09000007,2,
2020-04-25,Camden,E09000007,7,
2020-04-24,Camden,E09000007,4,
2020-04-23,Camden,E09000007,11,
2020-04-22,Camden,E09000007,9,
2020-04-21,Camden,E09000007,6,
2020-04-20,Camden,E09000007,8,
2020-04-19,Camden,E09000007,6,
2020-04-18,Camden,E09000007,15,
2020-04-17,Camden,E09000007,11,
2020-04-16,Camden,E09000007,11,
2020-04-15,Camden,E09000007,21,
2020-04-14,Camden,E09000007,9,
2020-04-13,Camden,E09000007,13,
2020-04-12,Camden,E09000007,8,
2020-04-11,Camden,E09000007,9,
2020-04-10,Camden,E09000007,10,
2020-04-09,Camden,E09000007,17,
2020-04-08,Camden,E09000007,22,
2020-04-07,Camden,E09000007,20,
2020-04-06,Camden,E09000007,17,
2020-04-05,Camden,E09000007,16,
2020-04-04,Camden,E09000007,23,
2020-04-03,Camden,E09000007,19,
2020-04-02,Camden,E09000007,26,
2020-04-01,Camden,E09000007,19,
2020-03-31,Camden,E09000007,18,
2020-03-30,Camden,E09000007,18,
2020-03-29,Camden,E09000007,6,
2020-03-28,Camden,E09000007,11,
2020-03-27,Camden,E09000007,19,
2020-03-26,Camden,E09000007,29,
2020-03-25,Camden,E09000007,23,
2020-03-24,Camden,E09000007,21,
2020-03-23,Camden,E09000007,15,
2020-03-22,Camden,E09000007,11,
2020-03-21,Camden,E09000007,15,
2020-03-20,Camden,E09000007,6,
2020-03-19,Camden,E09000007,5,
2020-03-18,Camden,E09000007,10,
2020-03-17,Camden,E09000007,4,
2020-03-16,Camden,E09000007,3,
2020-03-15,Camden,E09000007,3,
2020-03-14,Camden,E09000007,1,
2020-03-13,Camden,E09000007,5,
2020-03-12,Camden,E09000007,5,
2020-03-11,Camden,E09000007,10,
2020-03-10,Camden,E09000007,2,
2020-03-09,Camden,E09000007,2,
2020-03-08,Camden,E09000007,2,
2020-03-07,Camden,E09000007,1,
2020-03-06,Camden,E09000007,1,
2020-03-05,Camden,E09000007,0,
2020-03-04,Camden,E09000007,0,
2020-03-03,Camden,E09000007,0,
2020-03-02,Camden,E09000007,2,
date,areaName,areaCode,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
2020-09-27,Cardiff,W06000015,4,
2020-09-26,Cardiff,W06000015,46,
2020-09-25,Cardiff,W06000015,53,
2020-09-24,Cardiff,W06000015,44,
2020-09-23,Cardiff,W06000015,45,
2020-09-22,Cardiff,W06000015,49,
2020-09-21,Cardiff,W06000015,24,
2020-09-20,Cardiff,W06000015,18,
2020-09-19,Cardiff,W06000015,28,
2020-09-18,Cardiff,W06000015,19,
2020-09-17,Cardiff,W06000015,30,
2020-09-16,Cardiff,W06000015,20,
2020-09-15,Cardiff,W06000015,15,
2020-09-14,Cardiff,W06000015,16,
2020-09-13,Cardiff,W06000015,8,
2020-09-12,Cardiff,W06000015,15,
2020-09-11,Cardiff,W06000015,10,
2020-09-10,Cardiff,W06000015,14,
2020-09-09,Cardiff,W06000015,13,
2020-09-08,Cardiff,W06000015,5,
2020-09-07,Cardiff,W06000015,5,
2020-09-06,Cardiff,W06000015,16,
2020-09-05,Cardiff,W06000015,20,
2020-09-04,Cardiff,W06000015,8,
2020-09-03,Cardiff,W06000015,15,
2020-09-02,Cardiff,W06000015,8,
2020-09-01,Cardiff,W06000015,8,
2020-08-31,Cardiff,W06000015,7,
2020-08-30,Cardiff,W06000015,16,
2020-08-29,Cardiff,W06000015,17,
2020-08-28,Cardiff,W06000015,9,
2020-08-27,Cardiff,W06000015,10,
2020-08-26,Cardiff,W06000015,7,
2020-08-25,Cardiff,W06000015,9,
2020-08-24,Cardiff,W06000015,13,
2020-08-23,Cardiff,W06000015,5,
2020-08-22,Cardiff,W06000015,8,
2020-08-21,Cardiff,W06000015,8,
2020-08-20,Cardiff,W06000015,13,
2020-08-19,Cardiff,W06000015,12,
2020-08-18,Cardiff,W06000015,13,
2020-08-17,Cardiff,W06000015,3,
2020-08-16,Cardiff,W06000015,7,
2020-08-15,Cardiff,W06000015,1,
2020-08-14,Cardiff,W06000015,2,
2020-08-13,Cardiff,W06000015,4,
2020-08-12,Cardiff,W06000015,3,
2020-08-11,Cardiff,W06000015,5,
2020-08-10,Cardiff,W06000015,1,
2020-08-09,Cardiff,W06000015,0,
2020-08-08,Cardiff,W06000015,0,
2020-08-07,Cardiff,W06000015,1,
2020-08-06,Cardiff,W06000015,1,
2020-08-05,Cardiff,W06000015,1,
2020-08-04,Cardiff,W06000015,9,
2020-08-03,Cardiff,W06000015,2,
2020-08-02,Cardiff,W06000015,0,
2020-08-01,Cardiff,W06000015,2,
2020-07-31,Cardiff,W06000015,2,
2020-07-30,Cardiff,W06000015,1,
2020-07-29,Cardiff,W06000015,1,
2020-07-28,Cardiff,W06000015,0,
2020-07-27,Cardiff,W06000015,0,
2020-07-26,Cardiff,W06000015,0,
2020-07-25,Cardiff,W06000015,0,
2020-07-24,Cardiff,W06000015,3,
2020-07-23,Cardiff,W06000015,2,
2020-07-22,Cardiff,W06000015,2,
2020-07-21,Cardiff,W06000015,6,
2020-07-20,Cardiff,W06000015,2,
2020-07-19,Cardiff,W06000015,0,
2020-07-18,Cardiff,W06000015,0,
2020-07-17,Cardiff,W06000015,1,
2020-07-16,Cardiff,W06000015,1,
2020-07-15,Cardiff,W06000015,3,
2020-07-14,Cardiff,W06000015,1,
2020-07-13,Cardiff,W06000015,0,
2020-07-12,Cardiff,W06000015,1,
2020-07-11,Cardiff,W06000015,0,
2020-07-10,Cardiff,W06000015,2,
2020-07-09,Cardiff,W06000015,0,
