Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
England,E92000001,Nation,2020-05-08,63,0,63,134975,133626,1349
South West,E12000009,Region,2020-05-08,9,,,6974,,
South East,E12000008,Region,2020-05-08,5,,,19119,,
London,E12000007,Region,2020-05-08,0,,,25734,,
East of England,E12000006,Region,2020-05-08,1,,,12076,,
West Midlands,E12000005,Region,2020-05-08,9,,,14719,,
East Midlands,E12000004,Region,2020-05-08,0,,,7558,,
Yorkshire and The Humber,E12000003,Region,2020-05-08,33,,,12130,,
North West,E12000002,Region,2020-05-08,3,,,22148,,
North East,E12000001,Region,2020-05-08,3,,,8891,,
Worcestershire,E10000034,Upper tier local authority,2020-05-08,0,,,1243,,
West Sussex,E10000032,Upper tier local authority,2020-05-08,0,,,1227,,
Warwickshire,E10000031,Upper tier local authority,2020-05-08,0,,,1303,,
Surrey,E10000030,Upper tier local authority,2020-05-08,0,,,2740,,
Suffolk,E10000029,Upper tier local authority,2020-05-08,1,,,1256,,
Staffordshire,E10000028,Upper tier local authority,2020-05-08,4,,,1949,,
Somerset,E10000027,Upper tier local authority,2020-05-08,1,,,563,,
Oxfordshire,E10000025,Upper tier local authority,2020-05-08,0,,,1711,,
Nottinghamshire,E10000024,Upper tier local authority,2020-05-08,0,,,1211,,
North Yorkshire,E10000023,Upper tier local authority,2020-05-08,5,,,1162,,
Northamptonshire,E10000021,Upper tier local authority,2020-05-08,0,,,1121,,
Norfolk,E10000020,Upper tier local authority,2020-05-08,0,,,1864,,
Lincolnshire,E10000019,Upper tier local authority,2020-05-08,0,,,916,,
Leicestershire,E10000018,Upper tier local authority,2020-05-08,0,,,1036,,
Lancashire,E10000017,Upper tier local authority,2020-05-08,1,,,3119,,
Kent,E10000016,Upper tier local authority,2020-05-08,0,,,4110,,
Hertfordshire,E10000015,Upper tier local authority,2020-05-08,0,,,2569,,
Hampshire,E10000014,Upper tier local authority,2020-05-08,2,,,3005,,
Gloucestershire,E10000013,Upper tier local authority,2020-05-08,0,,,1325,,
Essex,E10000012,Upper tier local authority,2020-05-08,0,,,2840,,
East Sussex,E10000011,Upper tier local authority,2020-05-08,0,,,646,,
Devon,E10000008,Upper tier local authority,2020-05-08,0,,,768,,
Derbyshire,E10000007,Upper tier local authority,2020-05-08,0,,,1417,,
Cumbria,E10000006,Upper tier local authority,2020-05-08,0,,,2096,,
Cambridgeshire,E10000003,Upper tier local authority,2020-05-08,0,,,912,,
Buckinghamshire,E10000002,Upper tier local authority,2020-05-08,0,,,880,,
Westminster,E09000033,Upper tier local authority,2020-05-08,0,,,637,,
Wandsworth,E09000032,Upper tier local authority,2020-05-08,0,,,954,,
Waltham Forest,E09000031,Upper tier local authority,2020-05-08,0,,,744,,
Tower Hamlets,E09000030,Upper tier local authority,2020-05-08,0,,,611,,
Sutton,E09000029,Upper tier local authority,2020-05-08,0,,,708,,
Southwark,E09000028,Upper tier local authority,2020-05-08,0,,,1232,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-05-08,0,,,390,,
Redbridge,E09000026,Upper tier local authority,2020-05-08,0,,,730,,
Newham,E09000025,Upper tier local authority,2020-05-08,0,,,980,,
Merton,E09000024,Upper tier local authority,2020-05-08,0,,,671,,
Lewisham,E09000023,Upper tier local authority,2020-05-08,0,,,950,,
Lambeth,E09000022,Upper tier local authority,2020-05-08,0,,,1167,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-05-08,0,,,483,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-05-08,0,,,476,,
Islington,E09000019,Upper tier local authority,2020-05-08,0,,,430,,
Hounslow,E09000018,Upper tier local authority,2020-05-08,0,,,695,,
Hillingdon,E09000017,Upper tier local authority,2020-05-08,0,,,750,,
Havering,E09000016,Upper tier local authority,2020-05-08,0,,,675,,
Harrow,E09000015,Upper tier local authority,2020-05-08,0,,,983,,
Haringey,E09000014,Upper tier local authority,2020-05-08,0,,,564,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-05-08,0,,,638,,
Hackney,E09000012,Upper tier local authority,2020-05-08,0,,,622,,
Greenwich,E09000011,Upper tier local authority,2020-05-08,0,,,661,,
Enfield,E09000010,Upper tier local authority,2020-05-08,0,,,853,,
Ealing,E09000009,Upper tier local authority,2020-05-08,0,,,1123,,
Croydon,E09000008,Upper tier local authority,2020-05-08,0,,,1452,,
Camden,E09000007,Upper tier local authority,2020-05-08,0,,,595,,
Bromley,E09000006,Upper tier local authority,2020-05-08,0,,,1157,,
Brent,E09000005,Upper tier local authority,2020-05-08,0,,,1405,,
Bexley,E09000004,Upper tier local authority,2020-05-08,0,,,664,,
Barnet,E09000003,Upper tier local authority,2020-05-08,0,,,1245,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-05-08,0,,,473,,
City of London,E09000001,Upper tier local authority,2020-05-08,0,,,16,,
Gateshead,E08000037,Upper tier local authority,2020-05-08,0,,,963,,
Wakefield,E08000036,Upper tier local authority,2020-05-08,8,,,617,,
Leeds,E08000035,Upper tier local authority,2020-05-08,2,,,1598,,
Kirklees,E08000034,Upper tier local authority,2020-05-08,1,,,650,,
Calderdale,E08000033,Upper tier local authority,2020-05-08,0,,,273,,
Bradford,E08000032,Upper tier local authority,2020-05-08,8,,,1085,,
Wolverhampton,E08000031,Upper tier local authority,2020-05-08,0,,,918,,
Walsall,E08000030,Upper tier local authority,2020-05-08,0,,,1046,,
Solihull,E08000029,Upper tier local authority,2020-05-08,0,,,611,,
Sandwell,E08000028,Upper tier local authority,2020-05-08,0,,,1097,,
Dudley,E08000027,Upper tier local authority,2020-05-08,0,,,869,,
Coventry,E08000026,Upper tier local authority,2020-05-08,0,,,742,,
Birmingham,E08000025,Upper tier local authority,2020-05-08,0,,,3075,,
Sunderland,E08000024,Upper tier local authority,2020-05-08,1,,,1283,,
South Tyneside,E08000023,Upper tier local authority,2020-05-08,1,,,647,,
North Tyneside,E08000022,Upper tier local authority,2020-05-08,0,,,513,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-05-08,0,,,989,,
Sheffield,E08000019,Upper tier local authority,2020-05-08,5,,,2341,,
Rotherham,E08000018,Upper tier local authority,2020-05-08,0,,,799,,
Doncaster,E08000017,Upper tier local authority,2020-05-08,0,,,588,,
Barnsley,E08000016,Upper tier local authority,2020-05-08,0,,,756,,
Wirral,E08000015,Upper tier local authority,2020-05-08,0,,,1105,,
Sefton,E08000014,Upper tier local authority,2020-05-08,0,,,858,,
St. Helens,E08000013,Upper tier local authority,2020-05-08,0,,,696,,
Liverpool,E08000012,Upper tier local authority,2020-05-08,0,,,1504,,
Knowsley,E08000011,Upper tier local authority,2020-05-08,0,,,612,,
Wigan,E08000010,Upper tier local authority,2020-05-08,0,,,962,,
Trafford,E08000009,Upper tier local authority,2020-05-08,0,,,673,,
Tameside,E08000008,Upper tier local authority,2020-05-08,0,,,531,,
Stockport,E08000007,Upper tier local authority,2020-05-08,1,,,951,,
Salford,E08000006,Upper tier local authority,2020-05-08,0,,,858,,
Rochdale,E08000005,Upper tier local authority,2020-05-08,0,,,648,,
Oldham,E08000004,Upper tier local authority,2020-05-08,0,,,915,,
Manchester,E08000003,Upper tier local authority,2020-05-08,0,,,1302,,
Bury,E08000002,Upper tier local authority,2020-05-08,0,,,633,,
Bolton,E08000001,Upper tier local authority,2020-05-08,0,,,881,,
Dorset,E06000059,Upper tier local authority,2020-05-08,0,,,343,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-05-08,0,,,444,,
Northumberland,E06000057,Upper tier local authority,2020-05-08,1,,,861,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-05-08,0,,,547,,
Bedford,E06000055,Upper tier local authority,2020-05-08,0,,,500,,
Wiltshire,E06000054,Upper tier local authority,2020-05-08,0,,,482,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-05-08,4,,,537,,
Shropshire,E06000051,Upper tier local authority,2020-05-08,0,,,588,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-05-08,0,,,907,,
Cheshire East,E06000049,Upper tier local authority,2020-05-08,1,,,1018,,
County Durham,E06000047,Upper tier local authority,2020-05-08,0,,,1666,,
Isle of Wight,E06000046,Upper tier local authority,2020-05-08,0,,,155,,
Southampton,E06000045,Upper tier local authority,2020-05-08,3,,,532,,
Portsmouth,E06000044,Upper tier local authority,2020-05-08,0,,,308,,
Brighton and Hove,E06000043,Upper tier local authority,2020-05-08,0,,,399,,
Milton Keynes,E06000042,Upper tier local authority,2020-05-08,0,,,495,,
Wokingham,E06000041,Upper tier local authority,2020-05-08,0,,,407,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-05-08,0,,,272,,
Slough,E06000039,Upper tier local authority,2020-05-08,0,,,432,,
Reading,E06000038,Upper tier local authority,2020-05-08,0,,,536,,
West Berkshire,E06000037,Upper tier local authority,2020-05-08,0,,,343,,
Bracknell Forest,E06000036,Upper tier local authority,2020-05-08,0,,,228,,
Medway,E06000035,Upper tier local authority,2020-05-08,0,,,693,,
Thurrock,E06000034,Upper tier local authority,2020-05-08,0,,,296,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-05-08,0,,,332,,
Luton,E06000032,Upper tier local authority,2020-05-08,0,,,665,,
Peterborough,E06000031,Upper tier local authority,2020-05-08,0,,,295,,
Swindon,E06000030,Upper tier local authority,2020-05-08,0,,,403,,
Torbay,E06000027,Upper tier local authority,2020-05-08,0,,,210,,
Plymouth,E06000026,Upper tier local authority,2020-05-08,0,,,334,,
South Gloucestershire,E06000025,Upper tier local authority,2020-05-08,2,,,383,,
North Somerset,E06000024,Upper tier local authority,2020-05-08,0,,,294,,
"Bristol, City of",E06000023,Upper tier local authority,2020-05-08,2,,,667,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-05-08,0,,,221,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-05-08,5,,,612,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-05-08,0,,,308,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-05-08,0,,,358,,
Nottingham,E06000018,Upper tier local authority,2020-05-08,0,,,567,,
Rutland,E06000017,Upper tier local authority,2020-05-08,0,,,25,,
Leicester,E06000016,Upper tier local authority,2020-05-08,0,,,745,,
Derby,E06000015,Upper tier local authority,2020-05-08,0,,,520,,
York,E06000014,Upper tier local authority,2020-05-08,3,,,393,,
North Lincolnshire,E06000013,Upper tier local authority,2020-05-08,0,,,424,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-05-08,0,,,139,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-05-08,1,,,729,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-05-08,0,,,576,,
Blackpool,E06000009,Upper tier local authority,2020-05-08,0,,,502,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-05-08,0,,,357,,
Warrington,E06000007,Upper tier local authority,2020-05-08,0,,,677,,
Halton,E06000006,Upper tier local authority,2020-05-08,0,,,343,,
Darlington,E06000005,Upper tier local authority,2020-05-08,0,,,326,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-05-08,0,,,435,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-05-08,0,,,359,,
Middlesbrough,E06000002,Upper tier local authority,2020-05-08,0,,,619,,
Hartlepool,E06000001,Upper tier local authority,2020-05-08,0,,,230,,
England,E92000001,Nation,2020-05-07,527,113,414,134912,133626,1286
South West,E12000009,Region,2020-05-07,47,,,6965,,
South East,E12000008,Region,2020-05-07,61,,,19114,,
London,E12000007,Region,2020-05-07,41,,,25734,,
East of England,E12000006,Region,2020-05-07,31,,,12075,,
West Midlands,E12000005,Region,2020-05-07,45,,,14710,,
East Midlands,E12000004,Region,2020-05-07,45,,,7558,,
Yorkshire and The Humber,E12000003,Region,2020-05-07,109,,,12097,,
North West,E12000002,Region,2020-05-07,70,,,22145,,
North East,E12000001,Region,2020-05-07,69,,,8888,,
Worcestershire,E10000034,Upper tier local authority,2020-05-07,4,,,1243,,
West Sussex,E10000032,Upper tier local authority,2020-05-07,2,,,1227,,
Surrey,E10000030,Upper tier local authority,2020-05-07,3,,,2740,,
Suffolk,E10000029,Upper tier local authority,2020-05-07,3,,,1255,,
Staffordshire,E10000028,Upper tier local authority,2020-05-07,9,,,1945,,
Somerset,E10000027,Upper tier local authority,2020-05-07,4,,,562,,
Nottinghamshire,E10000024,Upper tier local authority,2020-05-07,8,,,1211,,
North Yorkshire,E10000023,Upper tier local authority,2020-05-07,10,,,1157,,
Northamptonshire,E10000021,Upper tier local authority,2020-05-07,2,,,1121,,
Norfolk,E10000020,Upper tier local authority,2020-05-07,15,,,1864,,
Lincolnshire,E10000019,Upper tier local authority,2020-05-07,6,,,916,,
Leicestershire,E10000018,Upper tier local authority,2020-05-07,6,,,1036,,
Lancashire,E10000017,Upper tier local authority,2020-05-07,2,,,3118,,
Kent,E10000016,Upper tier local authority,2020-05-07,20,,,4110,,
Hertfordshire,E10000015,Upper tier local authority,2020-05-07,3,,,2569,,
Hampshire,E10000014,Upper tier local authority,2020-05-07,17,,,3003,,
Gloucestershire,E10000013,Upper tier local authority,2020-05-07,5,,,1325,,
Essex,E10000012,Upper tier local authority,2020-05-07,5,,,2840,,
East Sussex,E10000011,Upper tier local authority,2020-05-07,3,,,646,,
Devon,E10000008,Upper tier local authority,2020-05-07,2,,,768,,
Derbyshire,E10000007,Upper tier local authority,2020-05-07,13,,,1417,,
Cumbria,E10000006,Upper tier local authority,2020-05-07,28,,,2096,,
Cambridgeshire,E10000003,Upper tier local authority,2020-05-07,1,,,912,,
Wandsworth,E09000032,Upper tier local authority,2020-05-07,1,,,954,,
Waltham Forest,E09000031,Upper tier local authority,2020-05-07,2,,,744,,
Southwark,E09000028,Upper tier local authority,2020-05-07,1,,,1232,,
Redbridge,E09000026,Upper tier local authority,2020-05-07,5,,,730,,
Newham,E09000025,Upper tier local authority,2020-05-07,6,,,980,,
Lewisham,E09000023,Upper tier local authority,2020-05-07,1,,,950,,
Lambeth,E09000022,Upper tier local authority,2020-05-07,1,,,1167,,
Islington,E09000019,Upper tier local authority,2020-05-07,1,,,430,,
Harrow,E09000015,Upper tier local authority,2020-05-07,1,,,983,,
Haringey,E09000014,Upper tier local authority,2020-05-07,1,,,564,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-05-07,1,,,638,,
Greenwich,E09000011,Upper tier local authority,2020-05-07,3,,,661,,
Ealing,E09000009,Upper tier local authority,2020-05-07,3,,,1123,,
Croydon,E09000008,Upper tier local authority,2020-05-07,1,,,1452,,
Camden,E09000007,Upper tier local authority,2020-05-07,1,,,595,,
Bromley,E09000006,Upper tier local authority,2020-05-07,1,,,1157,,
Brent,E09000005,Upper tier local authority,2020-05-07,3,,,1405,,
Bexley,E09000004,Upper tier local authority,2020-05-07,3,,,664,,
Barnet,E09000003,Upper tier local authority,2020-05-07,1,,,1245,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-05-07,4,,,473,,
Gateshead,E08000037,Upper tier local authority,2020-05-07,19,,,963,,
Wakefield,E08000036,Upper tier local authority,2020-05-07,11,,,609,,
Leeds,E08000035,Upper tier local authority,2020-05-07,7,,,1596,,
Kirklees,E08000034,Upper tier local authority,2020-05-07,7,,,649,,
Calderdale,E08000033,Upper tier local authority,2020-05-07,4,,,273,,
Bradford,E08000032,Upper tier local authority,2020-05-07,16,,,1077,,
Sandwell,E08000028,Upper tier local authority,2020-05-07,2,,,1097,,
Coventry,E08000026,Upper tier local authority,2020-05-07,1,,,742,,
Birmingham,E08000025,Upper tier local authority,2020-05-07,2,,,3075,,
Sunderland,E08000024,Upper tier local authority,2020-05-07,11,,,1282,,
South Tyneside,E08000023,Upper tier local authority,2020-05-07,5,,,646,,
North Tyneside,E08000022,Upper tier local authority,2020-05-07,3,,,513,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-05-07,11,,,989,,
Sheffield,E08000019,Upper tier local authority,2020-05-07,12,,,2336,,
Rotherham,E08000018,Upper tier local authority,2020-05-07,9,,,799,,
Barnsley,E08000016,Upper tier local authority,2020-05-07,8,,,756,,
Wirral,E08000015,Upper tier local authority,2020-05-07,2,,,1105,,
Sefton,E08000014,Upper tier local authority,2020-05-07,2,,,858,,
St. Helens,E08000013,Upper tier local authority,2020-05-07,1,,,696,,
Liverpool,E08000012,Upper tier local authority,2020-05-07,1,,,1504,,
Trafford,E08000009,Upper tier local authority,2020-05-07,1,,,673,,
Stockport,E08000007,Upper tier local authority,2020-05-07,4,,,950,,
Rochdale,E08000005,Upper tier local authority,2020-05-07,3,,,648,,
Oldham,E08000004,Upper tier local authority,2020-05-07,2,,,915,,
Manchester,E08000003,Upper tier local authority,2020-05-07,3,,,1302,,
Northumberland,E06000057,Upper tier local authority,2020-05-07,9,,,860,,
Wiltshire,E06000054,Upper tier local authority,2020-05-07,3,,,482,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-05-07,4,,,533,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-05-07,4,,,907,,
Cheshire East,E06000049,Upper tier local authority,2020-05-07,13,,,1017,,
County Durham,E06000047,Upper tier local authority,2020-05-07,6,,,1666,,
Isle of Wight,E06000046,Upper tier local authority,2020-05-07,4,,,155,,
Southampton,E06000045,Upper tier local authority,2020-05-07,6,,,529,,
Portsmouth,E06000044,Upper tier local authority,2020-05-07,1,,,308,,
Medway,E06000035,Upper tier local authority,2020-05-07,5,,,693,,
Thurrock,E06000034,Upper tier local authority,2020-05-07,3,,,296,,
Luton,E06000032,Upper tier local authority,2020-05-07,1,,,665,,
Swindon,E06000030,Upper tier local authority,2020-05-07,6,,,403,,
Torbay,E06000027,Upper tier local authority,2020-05-07,1,,,210,,
Plymouth,E06000026,Upper tier local authority,2020-05-07,6,,,334,,
South Gloucestershire,E06000025,Upper tier local authority,2020-05-07,9,,,381,,
North Somerset,E06000024,Upper tier local authority,2020-05-07,2,,,294,,
"Bristol, City of",E06000023,Upper tier local authority,2020-05-07,4,,,665,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-05-07,1,,,221,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-05-07,18,,,607,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-05-07,1,,,308,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-05-07,8,,,358,,
Nottingham,E06000018,Upper tier local authority,2020-05-07,4,,,567,,
Rutland,E06000017,Upper tier local authority,2020-05-07,1,,,25,,
Leicester,E06000016,Upper tier local authority,2020-05-07,4,,,745,,
Derby,E06000015,Upper tier local authority,2020-05-07,1,,,520,,
York,E06000014,Upper tier local authority,2020-05-07,13,,,390,,
North Lincolnshire,E06000013,Upper tier local authority,2020-05-07,3,,,424,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-05-07,1,,,139,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-05-07,5,,,728,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-05-07,3,,,576,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-05-07,1,,,357,,
Warrington,E06000007,Upper tier local authority,2020-05-07,1,,,677,,
Halton,E06000006,Upper tier local authority,2020-05-07,2,,,343,,
Darlington,E06000005,Upper tier local authority,2020-05-07,1,,,326,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-05-07,2,,,435,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-05-07,1,,,359,,
Middlesbrough,E06000002,Upper tier local authority,2020-05-07,1,,,619,,
England,E92000001,Nation,2020-05-06,1137,541,596,134385,133513,872
South West,E12000009,Region,2020-05-06,70,,,6918,,
South East,E12000008,Region,2020-05-06,152,,,19053,,
London,E12000007,Region,2020-05-06,104,,,25693,,
East of England,E12000006,Region,2020-05-06,104,,,12044,,
West Midlands,E12000005,Region,2020-05-06,144,,,14665,,
East Midlands,E12000004,Region,2020-05-06,72,,,7513,,
Yorkshire and The Humber,E12000003,Region,2020-05-06,125,,,11988,,
North West,E12000002,Region,2020-05-06,210,,,22075,,
North East,E12000001,Region,2020-05-06,105,,,8819,,
Worcestershire,E10000034,Upper tier local authority,2020-05-06,6,,,1239,,
West Sussex,E10000032,Upper tier local authority,2020-05-06,1,,,1225,,
Warwickshire,E10000031,Upper tier local authority,2020-05-06,14,,,1303,,
Surrey,E10000030,Upper tier local authority,2020-05-06,10,,,2737,,
Suffolk,E10000029,Upper tier local authority,2020-05-06,10,,,1252,,
Staffordshire,E10000028,Upper tier local authority,2020-05-06,26,,,1936,,
Somerset,E10000027,Upper tier local authority,2020-05-06,1,,,558,,
Oxfordshire,E10000025,Upper tier local authority,2020-05-06,5,,,1711,,
Nottinghamshire,E10000024,Upper tier local authority,2020-05-06,5,,,1203,,
North Yorkshire,E10000023,Upper tier local authority,2020-05-06,27,,,1147,,
Northamptonshire,E10000021,Upper tier local authority,2020-05-06,14,,,1119,,
Norfolk,E10000020,Upper tier local authority,2020-05-06,48,,,1849,,
Lincolnshire,E10000019,Upper tier local authority,2020-05-06,4,,,910,,
Leicestershire,E10000018,Upper tier local authority,2020-05-06,20,,,1030,,
Lancashire,E10000017,Upper tier local authority,2020-05-06,21,,,3116,,
Kent,E10000016,Upper tier local authority,2020-05-06,66,,,4090,,
Hertfordshire,E10000015,Upper tier local authority,2020-05-06,28,,,2566,,
Hampshire,E10000014,Upper tier local authority,2020-05-06,17,,,2986,,
Gloucestershire,E10000013,Upper tier local authority,2020-05-06,10,,,1320,,
Essex,E10000012,Upper tier local authority,2020-05-06,8,,,2835,,
East Sussex,E10000011,Upper tier local authority,2020-05-06,8,,,643,,
Devon,E10000008,Upper tier local authority,2020-05-06,10,,,766,,
Derbyshire,E10000007,Upper tier local authority,2020-05-06,12,,,1404,,
Cumbria,E10000006,Upper tier local authority,2020-05-06,15,,,2068,,
Cambridgeshire,E10000003,Upper tier local authority,2020-05-06,8,,,911,,
Buckinghamshire,E10000002,Upper tier local authority,2020-05-06,2,,,880,,
Westminster,E09000033,Upper tier local authority,2020-05-06,1,,,637,,
Waltham Forest,E09000031,Upper tier local authority,2020-05-06,3,,,742,,
Tower Hamlets,E09000030,Upper tier local authority,2020-05-06,1,,,611,,
Southwark,E09000028,Upper tier local authority,2020-05-06,3,,,1231,,
Redbridge,E09000026,Upper tier local authority,2020-05-06,5,,,725,,
Newham,E09000025,Upper tier local authority,2020-05-06,6,,,974,,
Merton,E09000024,Upper tier local authority,2020-05-06,4,,,671,,
Lewisham,E09000023,Upper tier local authority,2020-05-06,3,,,949,,
Lambeth,E09000022,Upper tier local authority,2020-05-06,3,,,1166,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-05-06,2,,,483,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-05-06,1,,,476,,
Hounslow,E09000018,Upper tier local authority,2020-05-06,3,,,695,,
Hillingdon,E09000017,Upper tier local authority,2020-05-06,1,,,750,,
Havering,E09000016,Upper tier local authority,2020-05-06,2,,,675,,
Harrow,E09000015,Upper tier local authority,2020-05-06,6,,,982,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-05-06,1,,,637,,
Hackney,E09000012,Upper tier local authority,2020-05-06,3,,,622,,
Greenwich,E09000011,Upper tier local authority,2020-05-06,2,,,658,,
Ealing,E09000009,Upper tier local authority,2020-05-06,7,,,1120,,
Croydon,E09000008,Upper tier local authority,2020-05-06,4,,,1451,,
Camden,E09000007,Upper tier local authority,2020-05-06,4,,,594,,
Bromley,E09000006,Upper tier local authority,2020-05-06,15,,,1156,,
Brent,E09000005,Upper tier local authority,2020-05-06,9,,,1402,,
Bexley,E09000004,Upper tier local authority,2020-05-06,8,,,661,,
Barnet,E09000003,Upper tier local authority,2020-05-06,5,,,1244,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-05-06,2,,,469,,
Gateshead,E08000037,Upper tier local authority,2020-05-06,16,,,944,,
Wakefield,E08000036,Upper tier local authority,2020-05-06,5,,,598,,
Leeds,E08000035,Upper tier local authority,2020-05-06,25,,,1589,,
Kirklees,E08000034,Upper tier local authority,2020-05-06,5,,,642,,
Bradford,E08000032,Upper tier local authority,2020-05-06,24,,,1061,,
Wolverhampton,E08000031,Upper tier local authority,2020-05-06,3,,,918,,
Walsall,E08000030,Upper tier local authority,2020-05-06,2,,,1046,,
Solihull,E08000029,Upper tier local authority,2020-05-06,4,,,611,,
Sandwell,E08000028,Upper tier local authority,2020-05-06,11,,,1095,,
Dudley,E08000027,Upper tier local authority,2020-05-06,5,,,869,,
Coventry,E08000026,Upper tier local authority,2020-05-06,5,,,741,,
Birmingham,E08000025,Upper tier local authority,2020-05-06,19,,,3073,,
Sunderland,E08000024,Upper tier local authority,2020-05-06,8,,,1271,,
South Tyneside,E08000023,Upper tier local authority,2020-05-06,11,,,641,,
North Tyneside,E08000022,Upper tier local authority,2020-05-06,5,,,510,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-05-06,4,,,978,,
Sheffield,E08000019,Upper tier local authority,2020-05-06,1,,,2324,,
Rotherham,E08000018,Upper tier local authority,2020-05-06,2,,,790,,
Barnsley,E08000016,Upper tier local authority,2020-05-06,3,,,748,,
Wirral,E08000015,Upper tier local authority,2020-05-06,13,,,1103,,
Sefton,E08000014,Upper tier local authority,2020-05-06,4,,,856,,
St. Helens,E08000013,Upper tier local authority,2020-05-06,5,,,695,,
Liverpool,E08000012,Upper tier local authority,2020-05-06,3,,,1503,,
Knowsley,E08000011,Upper tier local authority,2020-05-06,7,,,612,,
Wigan,E08000010,Upper tier local authority,2020-05-06,13,,,962,,
Trafford,E08000009,Upper tier local authority,2020-05-06,6,,,672,,
Tameside,E08000008,Upper tier local authority,2020-05-06,5,,,531,,
Stockport,E08000007,Upper tier local authority,2020-05-06,7,,,946,,
Salford,E08000006,Upper tier local authority,2020-05-06,4,,,858,,
Rochdale,E08000005,Upper tier local authority,2020-05-06,7,,,645,,
Oldham,E08000004,Upper tier local authority,2020-05-06,12,,,913,,
Manchester,E08000003,Upper tier local authority,2020-05-06,25,,,1299,,
Bury,E08000002,Upper tier local authority,2020-05-06,2,,,633,,
Bolton,E08000001,Upper tier local authority,2020-05-06,6,,,881,,
Dorset,E06000059,Upper tier local authority,2020-05-06,1,,,343,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-05-06,2,,,444,,
Northumberland,E06000057,Upper tier local authority,2020-05-06,19,,,851,,
Wiltshire,E06000054,Upper tier local authority,2020-05-06,4,,,479,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-05-06,3,,,529,,
Shropshire,E06000051,Upper tier local authority,2020-05-06,9,,,588,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-05-06,7,,,903,,
Cheshire East,E06000049,Upper tier local authority,2020-05-06,25,,,1004,,
County Durham,E06000047,Upper tier local authority,2020-05-06,24,,,1660,,
Isle of Wight,E06000046,Upper tier local authority,2020-05-06,2,,,151,,
Southampton,E06000045,Upper tier local authority,2020-05-06,4,,,523,,
Portsmouth,E06000044,Upper tier local authority,2020-05-06,8,,,307,,
Milton Keynes,E06000042,Upper tier local authority,2020-05-06,2,,,495,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-05-06,2,,,272,,
Slough,E06000039,Upper tier local authority,2020-05-06,2,,,432,,
Reading,E06000038,Upper tier local authority,2020-05-06,6,,,536,,
West Berkshire,E06000037,Upper tier local authority,2020-05-06,1,,,343,,
Medway,E06000035,Upper tier local authority,2020-05-06,16,,,688,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-05-06,1,,,332,,
Peterborough,E06000031,Upper tier local authority,2020-05-06,1,,,295,,
